5,7	1	5.376953125	0.0002750000000000068
7	1	0.0009765625	0.0001633000000000051
0,3	1	72.072265625	0.0005944333333333109
1,3,5	2	12.5888671875	0.0002124999999999858
2,4	0	85.8935546875	0.05388473333333332
2,3,7	0	14.28515625	0.029798933333333347
0,6	0	181.55078125	-0.02891933333333352
1,2,4	0	85.8974609375	0.04637486666666686
1,2	1	7.0791015625	0.04630453333333347
4,6	1	195.505859375	-0.04252390000000017
0,2,7	2	71.939453125	0.0286131333333337
3,4	2	86.02734375	0.008592566666666338
3,4,7	0	86.0283203125	0.006239633333333338
0,2,6	0	188.6259765625	-0.022236633333333256
5,6	1	122.0634765625	-0.03611740000000019
2,3,6	2	130.9716796875	-0.04850310000000024
0,2	2	71.9384765625	0.04269299999999987
1,6,7	2	116.6923828125	-0.04802036666666665
1,2,7	0	7.080078125	0.022243733333333335
0,1,3	0	72.076171875	0.00048363333333334424
2,6,7	0	123.763671875	-0.057668133333333205
1,2,3	1	14.2880859375	0.02911080000000006
2,6	1	123.7626953125	-0.04639976666666579
0	2	64.86328125	0.0007597666666671423
1,3,4	2	86.03125	0.004821833333333339
2,5,7	0	12.4521484375	0.03940693333333334
0,1,6	0	181.5546875	-0.025894799999999774
0,1,7	0	64.8681640625	0.0008438666666667296
1,5	1	5.3798828125	0.0002509666666667224
1,4,6	2	195.509765625	-0.023714066666666866
3,4,7	2	86.0283203125	0.008350366666666888
1,4	0	78.822265625	0.0071462
2,3,6	1	130.9716796875	-0.031688366666666634
3,4,7	1	86.0283203125	0.004086333333333413
0,3,4	2	150.890625	0.004061133333333503
4,5,6	2	200.8818359375	-0.04601836666666692
0,3,4	0	150.890625	0.009482466666666672
3,5,7	0	12.5859375	0.00023699999999998722
0,5	1	70.2392578125	0.00035946666666667837
2,3,4	2	93.1025390625	0.05450286666666669
3,6	2	123.896484375	-0.024797633333333513
6,7	2	116.6884765625	-0.08736633333333366
1,4,5	0	84.1982421875	0.004919400000000027
0,2,5	0	77.314453125	0.050417133333333336
1,4,5	1	84.1982421875	0.0047297333333333
0,4	1	143.681640625	0.007317733333333298
3,5	1	12.5849609375	0.0002871000000000586
3,4,6	2	202.71484375	-0.004857499999999959
1,2,6	0	123.7666015625	-0.04084016666666668
0,4,7	1	143.6826171875	0.009002766666666771
0,2,7	1	71.939453125	0.03946450000000024
4,6,7	0	195.5068359375	-0.02650016666666677
6,7	1	116.6884765625	-0.04172150000000008
0,3	2	72.072265625	0.0004911666666664871
0,4	2	143.681640625	0.009189099999999801
4,7	2	78.8193359375	0.005142533333332958
1,7	2	0.0048828125	0.00025360000000000194
0,6	2	181.55078125	-0.01973596666666666
0,1,6	2	181.5546875	-0.03333116666666647
0,7	0	64.8642578125	0.0006810999999999994
4,7	0	78.8193359375	0.004684366666666662
4,6	0	195.505859375	-0.014656233333333213
2,5,7	2	12.4521484375	0.027050833333333017
0,1,5	2	70.2431640625	0.0007292666666662839
